time,x,y,z,lat,lon,h,clock_bias_m,used_sats,pdop,gdop,east,north,up,horiz,three_d
2026-04-27T17:58:00,-2148744.7711,4426641.8685,4044657.5158,39.60860756,115.89248945,89.1120,2.0150,9,1.716,1.963,-0.2757,0.9303,1.4707,0.9703,1.7619
2026-04-27T17:58:30,-2148744.4209,4426641.6442,4044657.5994,39.60861018,115.89248692,88.8920,1.7883,9,1.718,1.965,-0.4928,1.2208,1.2506,1.3165,1.8158
2026-04-27T17:59:00,-2148744.2052,4426640.7265,4044657.1989,39.60861268,115.89248933,87.9281,1.1983,9,1.720,1.967,-0.2861,1.4987,0.2867,1.5257,1.5524
2026-04-27T17:59:30,-2148743.9758,4426641.0417,4044657.0380,39.60861051,115.89248532,87.9668,1.0015,9,1.721,1.969,-0.6301,1.2577,0.3255,1.4067,1.4439
2026-04-27T18:00:00,-2148744.8542,4426641.5811,4044657.3139,39.60860744,115.89249178,88.8120,1.6387,9,1.723,1.971,-0.0754,0.9164,1.1706,0.9195,1.4886
2026-04-27T18:00:30,-2148744.6682,4426641.7506,4044657.7612,39.60861013,115.89248897,89.1521,1.8171,9,1.724,1.973,-0.3167,1.2156,1.5108,1.2562,1.9648
2026-04-27T18:01:00,-2148744.4087,4426641.4626,4044657.4946,39.60861042,115.89248771,88.6952,1.6970,9,1.725,1.974,-0.4244,1.2476,1.0539,1.3178,1.6874
2026-04-27T18:01:30,-2148744.4478,4426641.8654,4044658.3797,39.60861438,115.89248608,89.5518,2.1852,9,1.726,1.976,-0.5652,1.6876,1.9105,1.7797,2.6110
2026-04-27T18:02:00,-2148744.2476,4426641.7544,4044657.6766,39.60861058,115.89248454,88.9593,1.5857,9,1.727,1.977,-0.6967,1.2654,1.3179,1.4445,1.9554
2026-04-27T18:02:30,-2148743.8279,4426640.7539,4044657.3194,39.60861432,115.89248523,87.8969,0.9492,9,1.728,1.978,-0.6375,1.6808,0.2556,1.7976,1.8157
2026-04-27T18:03:00,-2148744.3901,4426641.3891,4044657.7572,39.60861267,115.89248789,88.8055,1.5457,9,1.729,1.979,-0.4090,1.4972,1.1642,1.5521,1.9402
2026-04-27T18:03:30,-2148744.5582,4426641.4896,4044657.4233,39.60860941,115.89248914,88.7188,1.5128,9,1.729,1.980,-0.3018,1.1356,1.0774,1.1750,1.5942
2026-04-27T18:04:00,-2148744.3074,4426640.8606,4044657.2925,39.60861238,115.89248971,88.1150,1.2467,9,1.730,1.980,-0.2527,1.4654,0.4737,1.4870,1.5606
2026-04-27T18:04:30,-2148744.3905,4426641.0092,4044657.2657,39.60861122,115.89248983,88.2289,1.5180,9,1.730,1.981,-0.2428,1.3364,0.5876,1.3583,1.4799
2026-04-27T18:05:00,-2148744.2805,4426641.2290,4044657.3010,39.60861060,115.89248756,88.3667,1.6184,9,1.731,1.981,-0.4377,1.2682,0.7254,1.3416,1.5251
2026-04-27T18:05:30,-2148744.2898,4426641.4431,4044657.6527,39.60861191,115.89248657,88.7425,1.6391,9,1.731,1.982,-0.5229,1.4137,1.1012,1.5073,1.8667
2026-04-27T18:06:00,-2148744.0146,4426641.1844,4044657.1645,39.60861055,115.89248500,88.1594,1.3278,9,1.731,1.982,-0.6575,1.2626,0.5180,1.4235,1.5149
2026-04-27T18:06:30,-2148744.1427,4426641.5368,4044657.7999,39.60861282,115.89248455,88.8518,1.9101,9,1.731,1.982,-0.6962,1.5144,1.2105,1.6667,2.0599
2026-04-27T18:07:00,-2148744.1912,4426641.3772,4044657.3586,39.60861046,115.89248587,88.4761,1.7197,9,1.731,1.982,-0.5828,1.2524,0.8348,1.3814,1.6140
2026-04-27T18:07:30,-2148744.3813,4426641.4171,4044657.9536,39.60861391,115.89248766,88.9471,2.0640,9,1.731,1.982,-0.4292,1.6350,1.3058,1.6904,2.1360
2026-04-27T18:08:00,-2148743.9164,4426641.3426,4044657.3898,39.60861155,115.89248317,88.3796,1.6879,9,1.730,1.981,-0.8149,1.3728,0.7383,1.5965,1.7589
2026-04-27T18:08:30,-2148744.4832,4426641.4552,4044657.8623,39.60861282,115.89248853,88.9495,2.0408,9,1.730,1.981,-0.3541,1.5144,1.3082,1.5552,2.0323
2026-04-27T18:09:00,-2148744.7070,4426641.7952,4044658.1318,39.60861237,115.89248915,89.4323,2.4971,9,1.729,1.980,-0.3013,1.4647,1.7910,1.4954,2.3332
2026-04-27T18:09:30,-2148744.3542,4426640.9547,4044657.4765,39.60861305,115.89248973,88.3134,1.7214,9,1.729,1.979,-0.2516,1.5401,0.6720,1.5606,1.6991
2026-04-27T18:10:00,-2148744.6767,4426642.0609,4044657.5800,39.60860725,115.89248748,89.2545,2.3908,9,1.728,1.978,-0.4446,0.8957,1.6132,1.0000,1.8980
2026-04-27T18:10:30,-2148744.3960,4426640.8920,4044657.1032,39.60861068,115.89249048,88.0459,1.6157,9,1.727,1.977,-0.1866,1.2769,0.4046,1.2904,1.3524
2026-04-27T18:11:00,-2148744.7795,4426641.6299,4044657.8069,39.60861079,115.89249075,89.1350,2.4890,9,1.726,1.976,-0.1639,1.2890,1.4937,1.2994,1.9798
2026-04-27T18:11:30,-2148744.8850,4426641.8999,4044657.9134,39.60860987,115.89249048,89.4256,2.4607,9,1.725,1.975,-0.1869,1.1868,1.7842,1.2014,2.1510
2026-04-27T18:12:00,-2148744.5115,4426641.3847,4044657.7781,39.60861253,115.89248919,88.8566,2.0748,9,1.724,1.973,-0.2980,1.4821,1.2152,1.5117,1.9396
2026-04-27T18:12:30,-2148744.4649,4426640.8469,4044657.0711,39.60861052,115.89249143,88.0174,1.7206,9,1.722,1.971,-0.1050,1.2588,0.3761,1.2632,1.3180
2026-04-27T18:13:00,-2148744.6355,4426641.3774,4044657.6943,39.60861168,115.89249052,88.8398,2.4655,9,1.721,1.970,-0.1832,1.3872,1.1985,1.3992,1.8423
2026-04-27T18:13:30,-2148744.2943,4426640.9050,4044657.1598,39.60861126,115.89248935,88.0568,1.7944,9,1.719,1.968,-0.2838,1.3414,0.4155,1.3711,1.4326
2026-04-27T18:14:00,-2148744.6164,4426641.5140,4044657.5309,39.60860988,115.89248963,88.8238,2.2271,9,1.718,1.966,-0.2600,1.1883,1.1825,1.2164,1.6965
2026-04-27T18:14:30,-2148744.3924,4426641.5457,4044657.5128,39.60861016,115.89248712,88.7589,2.3118,9,1.716,1.964,-0.4754,1.2185,1.1176,1.3079,1.7204
2026-04-27T18:15:00,-2148744.7255,4426641.6424,4044657.6870,39.60861003,115.89249012,89.0490,2.4182,9,1.714,1.962,-0.2180,1.2045,1.4077,1.2241,1.8655
2026-04-27T18:15:30,-2148744.3127,4426641.3262,4044657.5886,39.60861202,115.89248740,88.6283,2.2572,9,1.713,1.959,-0.4513,1.4250,0.9870,1.4947,1.7912
2026-04-27T18:16:00,-2148744.4128,4426640.8182,4044657.1888,39.60861162,115.89249103,88.0550,1.7457,9,1.711,1.957,-0.1393,1.3805,0.4137,1.3875,1.4479
2026-04-27T18:16:30,-2148744.6347,4426640.9352,4044657.4125,39.60861201,115.89249276,88.3533,1.9915,9,1.709,1.954,0.0093,1.4239,0.7120,1.4240,1.5920
2026-04-27T18:17:00,-2148744.5736,4426641.2447,4044657.6020,39.60861188,115.89249055,88.6681,2.2983,9,1.706,1.952,-0.1809,1.4095,1.0268,1.4210,1.7532
2026-04-27T18:17:30,-2148744.3556,4426640.6683,4044657.3582,39.60861371,115.89249120,88.0399,1.9156,9,1.704,1.949,-0.1253,1.6129,0.3986,1.6178,1.6662
2026-04-27T18:18:00,-2148744.5634,4426641.0644,4044657.1201,39.60860949,115.89249136,88.2325,1.8804,9,1.702,1.946,-0.1113,1.1444,0.5912,1.1498,1.2929
2026-04-27T18:18:30,-2148744.8136,4426641.2388,4044657.5391,39.60861087,115.89249309,88.7047,2.4050,8,1.936,2.250,0.0375,1.2976,1.0634,1.2981,1.6781
2026-04-27T18:19:00,-2148744.2225,4426640.6189,4044657.1963,39.60861317,115.89249005,87.8576,1.7782,8,1.936,2.250,-0.2235,1.5536,0.2163,1.5696,1.5844
2026-04-27T18:19:30,-2148744.8517,4426640.9559,4044657.5715,39.60861246,115.89249493,88.5421,2.3743,8,1.936,2.249,0.1954,1.4741,0.9008,1.4870,1.7386
2026-04-27T18:20:00,-2148744.1618,4426640.5419,4044657.0184,39.60861249,115.89248981,87.6704,1.7187,8,1.935,2.249,-0.2445,1.4776,0.0291,1.4976,1.4979
2026-04-27T18:20:30,-2148744.4521,4426641.3458,4044657.5451,39.60861126,115.89248876,88.6611,2.3830,8,1.935,2.249,-0.3344,1.3414,1.0197,1.3825,1.7179
2026-04-27T18:21:00,-2148744.4883,4426641.0208,4044657.3637,39.60861159,115.89249079,88.3324,2.0118,8,1.935,2.248,-0.1599,1.3780,0.6910,1.3872,1.5498
2026-04-27T18:21:30,-2148744.2890,4426641.2141,4044657.2435,39.60861026,115.89248772,88.3226,2.0005,8,1.934,2.248,-0.4236,1.2300,0.6813,1.3009,1.4685
2026-04-27T18:22:00,-2148744.3321,4426641.2043,4044657.0114,39.60860859,115.89248823,88.1824,1.8628,8,1.933,2.247,-0.3805,1.0448,0.5411,1.1120,1.2366
2026-04-27T18:22:30,-2148744.2450,4426641.1666,4044657.0037,39.60860895,115.89248750,88.1220,1.7859,8,1.933,2.246,-0.4424,1.0847,0.4807,1.1715,1.2663
2026-04-27T18:23:00,-2148744.1595,4426641.1137,4044657.2228,39.60861096,115.89248688,88.1963,2.0568,8,1.932,2.245,-0.4962,1.3078,0.5549,1.3987,1.5048
2026-04-27T18:23:30,-2148744.6107,4426641.0542,4044657.5750,39.60861258,115.89249191,88.5314,2.2122,8,1.931,2.244,-0.0644,1.4876,0.8900,1.4890,1.7347
2026-04-27T18:24:00,-2148744.1394,4426641.2666,4044657.3673,39.60861122,115.89248589,88.3876,2.2645,8,1.930,2.243,-0.5811,1.3370,0.7463,1.4578,1.6377
2026-04-27T18:24:30,-2148744.1523,4426640.5727,4044657.4940,39.60861565,115.89248955,87.9918,1.7544,8,1.929,2.241,-0.2665,1.8289,0.3505,1.8482,1.8812
2026-04-27T18:25:00,-2148743.9717,4426640.8989,4044657.0113,39.60861107,115.89248600,87.8494,1.7157,8,1.928,2.240,-0.5714,1.3203,0.2081,1.4386,1.4536
2026-04-27T18:25:30,-2148744.2892,4426641.4651,4044657.6863,39.60861204,115.89248645,88.7789,2.3397,8,1.927,2.238,-0.5330,1.4272,1.1376,1.5234,1.9013
2026-04-27T18:26:00,-2148744.3888,4426641.1046,4044657.3599,39.60861138,115.89248933,88.3545,2.0990,8,1.925,2.237,-0.2860,1.3547,0.7132,1.3846,1.5575
2026-04-27T18:26:30,-2148744.2186,4426641.1556,4044657.2958,39.60861110,115.89248728,88.2917,2.0414,8,1.924,2.235,-0.4613,1.3235,0.6504,1.4016,1.5452
2026-04-27T18:27:00,-2148744.3357,4426641.3844,4044657.3519,39.60861002,115.89248735,88.5255,2.1559,8,1.923,2.233,-0.4560,1.2028,0.8842,1.2864,1.5609
2026-04-27T18:27:30,-2148744.2863,4426641.0728,4044657.2875,39.60861130,115.89248841,88.2518,2.0983,8,1.921,2.231,-0.3643,1.3457,0.6105,1.3941,1.5219
2026-04-27T18:28:00,-2148744.3190,4426640.8384,4044657.1223,39.60861128,115.89248995,87.9951,1.7810,8,1.920,2.229,-0.2325,1.3438,0.3538,1.3638,1.4089
2026-04-27T18:28:30,-2148744.5668,4426641.2807,4044657.3988,39.60861030,115.89249030,88.5613,2.2640,8,1.918,2.227,-0.2027,1.2342,0.9200,1.2507,1.5526
2026-04-27T18:29:00,-2148744.3436,4426640.7830,4044657.2665,39.60861251,115.89249049,88.0569,1.9285,8,1.916,2.225,-0.1863,1.4798,0.4156,1.4915,1.5483
2026-04-27T18:29:30,-2148744.2967,4426640.9590,4044656.8797,39.60860903,115.89248910,87.9165,1.7412,8,1.915,2.223,-0.3053,1.0939,0.2751,1.1357,1.1686
2026-04-27T18:30:00,-2148744.5590,4426641.3492,4044657.4687,39.60861045,115.89248987,88.6507,2.3684,8,1.913,2.221,-0.2397,1.2508,1.0094,1.2736,1.6251
2026-04-27T18:30:30,-2148744.6577,4426641.1324,4044657.3067,39.60861020,115.89249200,88.4304,2.2590,8,1.911,2.218,-0.0563,1.2229,0.7891,1.2242,1.4565
2026-04-27T18:31:00,-2148744.4746,4426641.2829,4044657.7256,39.60861278,115.89248932,88.7402,2.4869,8,1.909,2.216,-0.2867,1.5103,1.0988,1.5373,1.8896
2026-04-27T18:31:30,-2148744.6122,4426641.4747,4044657.1162,39.60860722,115.89248978,88.5308,2.2977,8,1.907,2.213,-0.2466,0.8925,0.8895,0.9260,1.2840
2026-04-27T18:32:00,-2148744.5782,4426641.4232,4044657.5070,39.60861028,115.89248969,88.7328,2.4384,8,1.905,2.211,-0.2547,1.2326,1.0915,1.2586,1.6660
2026-04-27T18:32:30,-2148744.4851,4426641.1233,4044657.3820,39.60861120,115.89249024,88.4140,2.3392,8,1.903,2.208,-0.2075,1.3342,0.7727,1.3503,1.5557
2026-04-27T18:33:00,-2148744.2408,4426641.2509,4044657.6283,39.60861286,115.89248703,88.5773,2.2395,8,1.901,2.205,-0.4830,1.5188,0.9359,1.5937,1.8482
2026-04-27T18:33:30,-2148744.4478,4426641.2990,4044657.4200,39.60861065,115.89248896,88.5475,2.2354,8,1.899,2.202,-0.3178,1.2731,0.9061,1.3122,1.5947
2026-04-27T18:34:00,-2148744.1324,4426641.2222,4044657.3421,39.60861130,115.89248604,88.3384,2.1353,8,1.897,2.200,-0.5680,1.3450,0.6971,1.4600,1.6179
2026-04-27T18:34:30,-2148744.1997,4426641.7746,4044657.4161,39.60860879,115.89248394,88.7911,2.5196,8,1.895,2.197,-0.7486,1.0664,1.1498,1.3030,1.7377
2026-04-27T18:35:00,-2148743.9887,4426640.5105,4044657.2650,39.60861480,115.89248816,87.7477,1.6691,8,1.893,2.194,-0.3865,1.7338,0.1063,1.7764,1.7795
2026-04-27T18:35:30,-2148744.5197,4426641.6300,4044657.4530,39.60860899,115.89248803,88.8221,2.6329,8,1.891,2.191,-0.3977,1.0887,1.1808,1.1590,1.6545
2026-04-27T18:36:00,-2148744.3979,4426640.7564,4044657.1595,39.60861177,115.89249119,87.9885,1.9123,8,1.888,2.188,-0.1257,1.3976,0.3472,1.4032,1.4455
2026-04-27T18:36:30,-2148744.1106,4426639.9749,4044656.9784,39.60861527,115.89249216,87.2348,1.3948,8,1.886,2.185,-0.0430,1.7862,-0.4066,1.7867,1.8324
2026-04-27T18:37:00,-2148744.4384,4426641.0722,4044657.2570,39.60861071,115.89249001,88.2831,2.0914,8,1.884,2.182,-0.2272,1.2803,0.6418,1.3003,1.4500
2026-04-27T18:37:30,-2148744.4026,4426640.6419,4044656.9397,39.60861082,115.89249182,87.7706,1.7153,8,1.881,2.178,-0.0715,1.2926,0.1292,1.2945,1.3010
2026-04-27T18:38:00,-2148744.4900,4426641.0334,4044656.9130,39.60860840,115.89249075,88.0543,2.1030,8,1.879,2.175,-0.1638,1.0231,0.4130,1.0362,1.1154
2026-04-27T18:38:30,-2148744.2481,4426641.1377,4044657.4813,39.60861241,115.89248768,88.4075,2.2475,8,1.877,2.172,-0.4270,1.4684,0.7662,1.5293,1.7104
2026-04-27T18:39:00,-2148744.1923,4426640.6551,4044657.5865,39.60861577,115.89248955,88.1213,2.0678,8,1.874,2.169,-0.2664,1.8418,0.4800,1.8610,1.9219
2026-04-27T18:39:30,-2148744.7077,4426641.3598,4044657.0414,39.60860706,115.89249137,88.4356,2.2827,8,1.872,2.165,-0.1106,0.8742,0.7943,0.8811,1.1863
2026-04-27T18:40:00,-2148744.4537,4426640.7490,4044656.8992,39.60860986,115.89249181,87.8362,1.9754,8,1.869,2.162,-0.0723,1.1857,0.1949,1.1879,1.2038
2026-04-27T18:40:30,-2148744.4904,4426640.8070,4044657.1998,39.60861155,115.89249190,88.0804,2.2316,8,1.867,2.158,-0.0646,1.3737,0.4390,1.3753,1.4436
2026-04-27T18:41:00,-2148744.4552,4426641.0235,4044657.4961,39.60861258,115.89249043,88.4075,2.3340,8,1.865,2.155,-0.1908,1.4877,0.7662,1.4999,1.6842
2026-04-27T18:41:30,-2148744.3492,4426641.3826,4044657.3394,39.60860990,115.89248750,88.5208,2.4961,8,1.862,2.152,-0.4430,1.1905,0.8794,1.2702,1.5450
2026-04-27T18:42:00,-2148744.1141,4426640.8296,4044657.4184,39.60861390,115.89248785,88.1088,2.0688,8,1.860,2.148,-0.4130,1.6340,0.4674,1.6854,1.7490
2026-04-27T18:42:30,-2148744.3024,4426641.0122,4044656.9713,39.60860938,115.89248889,88.0137,2.1123,8,1.857,2.145,-0.3234,1.1324,0.3723,1.1777,1.2351
2026-04-27T18:43:00,-2148744.2761,4426640.7027,4044656.8223,39.60861001,115.89249019,87.6953,1.8337,8,1.855,2.141,-0.2119,1.2024,0.0540,1.2210,1.2222
2026-04-27T18:43:30,-2148744.4488,4426640.9342,4044657.1466,39.60861063,115.89249082,88.1206,2.1253,8,1.852,2.138,-0.1576,1.2715,0.4793,1.2812,1.3679
2026-04-27T18:44:00,-2148743.9824,4426640.5629,4044656.3897,39.60860847,115.89248782,87.2238,1.5135,8,1.849,2.134,-0.4150,1.0311,-0.4175,1.1115,1.1873
2026-04-27T18:44:30,-2148744.8213,4426641.1212,4044656.9938,39.60860767,115.89249377,88.2781,2.3514,8,1.847,2.130,0.0958,0.9427,0.6368,0.9476,1.1417
2026-04-27T18:45:00,-2148744.3222,4426640.6102,4044656.8108,39.60861029,115.89249114,87.6394,1.8039,9,1.678,1.913,-0.1300,1.2338,-0.0019,1.2406,1.2406
2026-04-27T18:45:30,-2148744.4667,4426640.8474,4044657.3537,39.60861247,115.89249145,88.1986,2.2562,9,1.679,1.915,-0.1037,1.4758,0.5572,1.4794,1.5809
2026-04-27T18:46:00,-2148744.6512,4426641.2244,4044656.9766,39.60860745,115.89249147,88.2815,2.2380,9,1.681,1.916,-0.1022,0.9176,0.6401,0.9233,1.1235
2026-04-27T18:46:30,-2148744.1789,4426640.8719,4044657.0931,39.60861126,115.89248831,87.9525,2.1121,9,1.682,1.918,-0.3732,1.3410,0.3112,1.3920,1.4264
2026-04-27T18:47:00,-2148744.2193,4426640.3666,4044656.5366,39.60860991,115.89249130,87.2612,1.5658,9,1.684,1.920,-0.1162,1.1909,-0.3802,1.1966,1.2555
2026-04-27T18:47:30,-2148744.3683,4426640.6453,4044657.0501,39.60861166,115.89249145,87.8318,1.9637,9,1.685,1.921,-0.1039,1.3852,0.1904,1.3891,1.4021
2026-04-27T18:48:00,-2148744.1392,4426640.6040,4044657.2607,39.60861391,115.89248926,87.8603,1.8808,9,1.686,1.923,-0.2919,1.6349,0.2190,1.6607,1.6751
2026-04-27T18:48:30,-2148744.6039,4426640.9054,4044657.0161,39.60860949,115.89249259,88.0697,2.1965,9,1.688,1.924,-0.0055,1.1442,0.4283,1.1442,1.2218
2026-04-27T18:49:00,-2148744.3696,4426640.8604,4044656.7987,39.60860880,115.89249037,87.8210,2.1527,9,1.689,1.926,-0.1966,1.0677,0.1797,1.0857,1.1005
2026-04-27T18:49:30,-2148744.4284,4426640.7356,4044655.8867,39.60860297,115.89249162,87.1729,1.5439,9,1.690,1.927,-0.0892,0.4203,-0.4684,0.4297,0.6356
2026-04-27T18:50:00,-2148744.6010,4426640.7824,4044657.0556,39.60861040,115.89249319,88.0086,2.4484,9,1.691,1.928,0.0456,1.2460,0.3673,1.2469,1.2999
2026-04-27T18:50:30,-2148744.2482,4426641.2980,4044656.9214,39.60860769,115.89248687,88.1617,2.3587,9,1.692,1.929,-0.4969,0.9452,0.5203,1.0678,1.1879
2026-04-27T18:51:00,-2148743.9642,4426640.6296,4044656.8442,39.60861132,115.89248729,87.5537,1.9499,9,1.692,1.930,-0.4605,1.3481,-0.0877,1.4246,1.4273
2026-04-27T18:51:30,-2148744.4604,4426641.4115,4044657.3643,39.60860965,115.89248852,88.5941,2.5546,9,1.693,1.931,-0.3556,1.1622,0.9528,1.2154,1.5443
2026-04-27T18:52:00,-2148744.3100,4426640.8349,4044656.4854,39.60860691,115.89248987,87.5836,2.0300,9,1.694,1.931,-0.2391,0.8576,-0.0578,0.8903,0.8922
2026-04-27T18:52:30,-2148744.2727,4426640.9506,4044657.1534,39.60861104,115.89248889,88.0771,2.3116,9,1.694,1.932,-0.3232,1.3163,0.4357,1.3554,1.4237
2026-04-27T18:53:00,-2148744.1551,4426640.7393,4044656.3964,39.60860717,115.89248874,87.4084,2.0456,9,1.695,1.932,-0.3367,0.8870,-0.2329,0.9488,0.9770
2026-04-27T18:53:30,-2148744.2522,4426640.7158,4044656.6758,39.60860899,115.89248987,87.6030,2.0839,9,1.695,1.933,-0.2391,1.0887,-0.0384,1.1147,1.1153
2026-04-27T18:54:00,-2148744.4030,4426641.3061,4044657.4093,39.60861065,115.89248845,88.5305,2.8635,9,1.695,1.933,-0.3612,1.2733,0.8891,1.3235,1.5945
2026-04-27T18:54:30,-2148744.8284,4426641.4571,4044656.9602,39.60860569,115.89249214,88.4919,2.8170,9,1.696,1.933,-0.0445,0.7222,0.8506,0.7236,1.1167
2026-04-27T18:55:00,-2148744.3443,4426640.9534,4044656.7239,39.60860786,115.89248963,87.8292,2.2347,9,1.696,1.933,-0.2600,0.9639,0.1879,0.9983,1.0158
2026-04-27T18:55:30,-2148744.5074,4426640.9587,4044656.8254,39.60860813,115.89249131,87.9525,2.4187,9,1.696,1.933,-0.1156,0.9936,0.3112,1.0003,1.0476
2026-04-27T18:56:00,-2148744.4086,4426641.2440,4044656.9948,39.60860808,115.89248883,88.2251,2.4420,9,1.696,1.933,-0.3290,0.9880,0.5838,1.0413,1.1938
2026-04-27T18:56:30,-2148744.1855,4426640.4868,4044656.3370,39.60860799,115.89249034,87.2058,1.6730,9,1.696,1.933,-0.1991,0.9776,-0.4355,0.9977,1.0886
2026-04-27T18:57:00,-2148744.4475,4426640.7741,4044656.8122,39.60860914,115.89249162,87.7961,2.2771,9,1.695,1.932,-0.0888,1.1060,0.1548,1.1096,1.1203
2026-04-27T18:57:30,-2148744.8948,4426641.7621,4044656.9669,39.60860399,115.89249128,88.7299,3.0298,9,1.695,1.932,-0.1179,0.5340,1.0886,0.5468,1.2182
2026-04-27T18:58:00,-2148744.4906,4426640.6548,4044656.3720,39.60860660,115.89249268,87.4472,1.8924,9,1.695,1.931,0.0020,0.8232,-0.1941,0.8232,0.8458
2026-04-27T18:58:30,-2148744.4431,4426641.0287,4044656.9560,39.60860884,115.89249028,88.0626,2.4028,9,1.694,1.931,-0.2040,1.0720,0.4213,1.0912,1.1697
2026-04-27T18:59:00,-2148744.1573,4426640.9172,4044656.5889,39.60860758,115.89248785,87.6552,2.0471,9,1.693,1.930,-0.4125,0.9327,0.0138,1.0198,1.0199
2026-04-27T18:59:30,-2148744.1443,4426641.2578,4044656.7746,39.60860714,115.89248599,88.0053,2.4221,9,1.693,1.929,-0.5728,0.8841,0.3640,1.0534,1.1145
2026-04-27T19:00:00,-2148744.3401,4426640.5437,4044656.3465,39.60860737,115.89249167,87.3033,1.9034,9,1.692,1.928,-0.0848,0.9093,-0.3380,0.9132,0.9738
2026-04-27T19:00:30,-2148744.2473,4426640.5680,4044656.3226,39.60860731,115.89249057,87.2737,1.8199,9,1.691,1.927,-0.1790,0.9027,-0.3676,0.9203,0.9910
2026-04-27T19:01:00,-2148744.1337,4426640.9010,4044656.7178,39.60860862,115.89248769,87.7182,2.0872,9,1.690,1.925,-0.4266,1.0479,0.0769,1.1314,1.1340
2026-04-27T19:01:30,-2148744.0561,4426640.3829,4044656.0902,39.60860714,115.89248951,86.9329,1.5126,9,1.689,1.924,-0.2702,0.8831,-0.7084,0.9235,1.1639
2026-04-27T19:02:00,-2148744.5111,4426641.1337,4044656.1897,39.60860281,115.89249046,87.6698,1.9184,9,1.688,1.922,-0.1886,0.4024,0.0284,0.4444,0.4454
2026-04-27T19:02:30,-2148744.1235,4426640.7994,4044656.1099,39.60860495,115.89248810,87.2568,1.7071,9,1.687,1.921,-0.3914,0.6406,-0.3845,0.7507,0.8434
2026-04-27T19:03:00,-2148744.4085,4426641.0887,4044656.9720,39.60860872,115.89248961,88.1028,2.4630,9,1.685,1.919,-0.2613,1.0595,0.4615,1.0913,1.1848
2026-04-27T19:03:30,-2148743.9524,4426640.3754,4044656.4781,39.60861013,115.89248846,87.1401,1.7086,9,1.684,1.917,-0.3601,1.2150,-0.5012,1.2673,1.3628
2026-04-27T19:04:00,-2148743.8419,4426640.4720,4044656.1439,39.60860758,115.89248681,86.9568,1.5204,9,1.683,1.915,-0.5018,0.9330,-0.6845,1.0593,1.2613
2026-04-27T19:04:30,-2148744.2007,4426640.6183,4044656.2379,39.60860658,115.89248983,87.2388,1.6720,9,1.681,1.913,-0.2428,0.8216,-0.4025,0.8567,0.9466
2026-04-27T19:05:00,-2148743.9417,4426640.8817,4044656.6525,39.60860875,115.89248578,87.5986,2.0088,9,1.679,1.911,-0.5909,1.0621,-0.0427,1.2154,1.2162
2026-04-27T19:05:30,-2148744.0494,4426640.3546,4044655.9753,39.60860650,115.89248958,86.8378,1.3820,9,1.678,1.909,-0.2638,0.8126,-0.8035,0.8544,1.1729
2026-04-27T19:06:00,-2148744.2582,4426640.4546,4044656.9054,39.60861192,115.89249126,87.5703,2.0135,9,1.676,1.907,-0.1197,1.4138,-0.0710,1.4188,1.4206
2026-04-27T19:06:30,-2148743.8799,4426640.4884,4044656.0603,39.60860682,115.89248713,86.9277,1.4463,9,1.674,1.904,-0.4748,0.8486,-0.7136,0.9724,1.2061
2026-04-27T19:07:00,-2148743.7432,4426640.1300,4044655.7186,39.60860665,115.89248752,86.4155,1.1191,9,1.672,1.902,-0.4411,0.8290,-1.2259,0.9391,1.5442
2026-04-27T19:07:30,-2148744.2557,4426641.0297,4044656.1893,39.60860398,115.89248831,87.5116,1.7708,9,1.670,1.899,-0.3731,0.5329,-0.1298,0.6505,0.6633
2026-04-27T19:08:00,-2148744.0831,4426640.8123,4044655.9960,39.60860420,115.89248761,87.1796,1.4526,9,1.668,1.896,-0.4334,0.5567,-0.4618,0.7055,0.8432
2026-04-27T19:08:30,-2148744.0431,4426640.3323,4044655.9877,39.60860672,115.89248963,86.8281,1.0271,9,1.665,1.893,-0.2597,0.8367,-0.8132,0.8761,1.1954
2026-04-27T19:09:00,-2148743.9210,4426640.5842,4044656.1028,39.60860652,115.89248707,87.0350,1.4549,9,1.663,1.890,-0.4796,0.8150,-0.6063,0.9456,1.1233
2026-04-27T19:09:30,-2148744.4703,4426640.7933,4044656.7192,39.60860834,115.89249176,87.7577,2.0933,8,1.796,2.054,-0.0768,1.0170,0.1164,1.0199,1.0265
2026-04-27T19:10:00,-2148744.1964,4426640.6192,4044656.0126,39.60860502,115.89248978,87.0944,1.4278,8,1.795,2.053,-0.2471,0.6487,-0.5469,0.6942,0.8837
2026-04-27T19:10:30,-2148744.0571,4426639.9684,4044656.3376,39.60861099,115.89249163,86.8037,1.1990,8,1.794,2.052,-0.0883,1.3112,-0.8376,1.3141,1.5584
2026-04-27T19:11:00,-2148744.2847,4426641.2412,4044656.2376,39.60860315,115.89248754,87.6987,1.8757,8,1.793,2.051,-0.4393,0.4407,0.0573,0.6223,0.6249
2026-04-27T19:11:30,-2148744.3734,4426641.0950,4044656.5486,39.60860584,115.89248921,87.8255,1.9239,8,1.792,2.049,-0.2957,0.7394,0.1841,0.7963,0.8174
2026-04-27T19:12:00,-2148743.9541,4426640.3855,4044656.2163,39.60860825,115.89248843,86.9809,1.3578,8,1.791,2.048,-0.3630,1.0071,-0.6605,1.0706,1.2579
